event_date,new,retained,total,app::multi-filter
2017-02-12,506,3425,3931,ChannelRoku
2017-02-12,407,1114,1521,AngryBirdsClassicTalkweb
2017-02-12,2,1,3,abbafortumo_6df226f7
2017-02-12,124,932,1056,BadPiggiesLight
2017-02-12,200,203,403,angrybirdsfortumo_7bf816e1
2017-02-12,490,331,821,abactionchinaandroid_1d7ba513
2017-02-12,5452,1073,6525,rovio_3bb4586d
2017-01-09,1172,3293,4465,AngryBirdsFriends
2017-01-09,1936,4550,6486,AngryBirdsStarWarsFull
2017-01-09,4302,327,4629,ChannelWeb
2017-01-09,2875,10643,13518,ChannelSmartTv
2017-01-09,976,2247,3223,Gold
2017-01-09,,5,5,abbakunluniosgpchina_1fffd0c2
2017-01-09,1514,3207,4721,Yellow
2017-01-09,752,5491,6243,AngryBirdsClassicLight
2017-01-09,689,1576,2265,toonstvmade4samsung_6d2a0fc4
2017-01-09,2856,100,2956,rovio_3bb4586d
2017-01-09,285,917,1202,AngryBirdsClassicTalkweb
2017-01-09,2042,6438,8480,Crimson
2017-01-09,102,687,789,badpiggiesodyssey_38481962
2017-01-09,1405,4453,5858,BadPiggiesFull
2017-01-09,5577,23564,29141,Toonstv
2017-01-09,137,917,1054,Purple
2017-01-09,313,250,563,angrybirdsfortumo_7bf816e1
2017-01-09,9,28,37,tntgame_149fb4d3
2017-01-09,72,241,313,PurpleChina
2017-01-09,3823,5713,9536,Abba
2017-01-09,4880,10713,15593,AngryBirdsRioFull
2017-01-09,1116,3243,4359,BlueSteel
2017-01-09,65,507,572,AngryBirdsSpaceLight
2017-01-09,27,69,96,abactionchina_49cba9cb
2017-01-09,167,384,551,popcorn_7901fbf5
2017-01-09,51,182,233,toonstvappletv_7c3cb333
2017-01-09,3052,5279,8331,AngryBirdsSpaceFull
2017-01-09,655,2309,2964,AngryBirdsSeasonsFull
2017-01-09,20,69,89,ChannelAngryBirdsRoost
2017-01-09,915,260,1175,toonstvkidoz_c161558
2017-01-09,2,2,4,abbafortumo_6df226f7
2017-01-09,151,601,752,purpleamazonfire_74641a18
2017-01-09,5014,12214,17228,AngryBirdsClassic
2017-01-09,235,1018,1253,AngryBirdsStarWarsLight
2017-01-09,62,612,674,BadPiggiesLight
2017-01-09,175,563,738,Birdkeeper
2017-01-09,337,2407,2744,ChannelRoku
2017-01-09,340,229,569,abactionchinaandroid_1d7ba513
2017-02-09,4920,362,5282,ChannelWeb
2017-02-09,5624,24703,30327,Toonstv
2017-02-09,950,2320,3270,Gold
2017-02-09,880,749,1629,toonstvkidoz_c161558
2017-02-09,3259,6512,9771,AngryBirdsSpaceFull
2017-02-09,1348,4456,5804,BlueSteel
2017-02-09,2076,4831,6907,AngryBirdsStarWarsFull
2017-02-09,121,766,887,purpleamazonfire_74641a18
2017-02-09,37,187,224,toonstvappletv_7c3cb333
2017-02-09,483,1765,2248,toonstvmade4samsung_6d2a0fc4
2017-02-09,4106,11628,15734,AngryBirdsClassic
2017-02-09,1549,3362,4911,Yellow
2017-02-09,4524,884,5408,rovio_3bb4586d
2017-02-09,2015,6819,8834,Crimson
2017-02-09,71,514,585,AngryBirdsSpaceLight
2017-02-09,177,651,828,Birdkeeper
2017-02-09,1192,3798,4990,AngryBirdsFriends
2017-02-09,2015,10847,12862,ChannelSmartTv
2017-02-09,176,418,594,PurpleChina
2017-02-09,21,31,52,tntgame_149fb4d3
2017-02-09,144,831,975,Purple
2017-02-09,691,5590,6281,AngryBirdsClassicLight
2017-02-09,145,368,513,popcorn_7901fbf5
2017-02-09,92,877,969,badpiggiesodyssey_38481962
2017-02-09,144,154,298,angrybirdsfortumo_7bf816e1
2017-02-09,917,2437,3354,AngryBirdsSeasonsFull
2017-02-09,1295,4607,5902,BadPiggiesFull
2017-02-09,4613,11533,16146,AngryBirdsRioFull
2017-02-09,512,1341,1853,AngryBirdsClassicTalkweb
2017-02-09,308,2813,3121,ChannelRoku
2017-02-09,5033,7597,12630,Abba
2017-02-09,62,75,137,abactionchina_49cba9cb
2017-02-09,56,666,722,BadPiggiesLight
2017-02-09,1,1,2,toonsclientsdk_3f59016a
2017-02-09,187,921,1108,AngryBirdsStarWarsLight
2017-02-09,6,79,85,ChannelAngryBirdsRoost
2017-02-09,608,397,1005,abactionchinaandroid_1d7ba513
2017-02-09,1,6,7,abbakunluniosgpchina_1fffd0c2
2017-01-04,254,233,487,abactionchinaandroid_1d7ba513
2017-01-04,1402,3802,5204,BlueSteel
2017-01-04,3164,99,3263,rovio_3bb4586d
2017-01-04,3156,5644,8800,AngryBirdsSpaceFull
2017-01-04,5121,11591,16712,AngryBirdsRioFull
2017-01-04,4317,285,4602,ChannelWeb
2017-01-04,45,35,80,tntgame_149fb4d3
2017-01-04,3253,10818,14071,ChannelSmartTv
2017-01-04,35,51,86,abactionchina_49cba9cb
2017-01-04,,1,1,silver_3ddc7ced
2017-01-04,163,391,554,popcorn_7901fbf5
2017-01-04,1563,4672,6235,BadPiggiesFull
2017-01-04,4247,5937,10184,Abba
2017-01-04,361,156,517,toonstvkidoz_c161558
2017-01-04,1751,3330,5081,Yellow
2017-01-04,5443,13193,18636,AngryBirdsClassic
2017-01-04,71,722,793,BadPiggiesLight
2017-01-04,149,993,1142,Purple
2017-01-04,656,2306,2962,AngryBirdsSeasonsFull
2017-01-04,2129,6281,8410,Crimson
2017-01-04,59,546,605,AngryBirdsSpaceLight
2017-01-04,1351,3411,4762,AngryBirdsFriends
2017-01-04,282,222,504,angrybirdsfortumo_7bf816e1
2017-01-04,281,1109,1390,AngryBirdsStarWarsLight
2017-01-04,733,5796,6529,AngryBirdsClassicLight
2017-01-04,190,621,811,Birdkeeper
2017-01-04,102,698,800,badpiggiesodyssey_38481962
2017-01-04,2122,4872,6994,AngryBirdsStarWarsFull
2017-01-04,1,1,2,abbafortumo_6df226f7
2017-01-04,145,602,747,purpleamazonfire_74641a18
2017-01-04,6777,24360,31137,Toonstv
2017-01-04,58,207,265,toonstvappletv_7c3cb333
2017-01-04,,1,1,abbakunluniosgpchina_1fffd0c2
2017-01-04,1249,2384,3633,Gold
2017-01-04,347,2615,2962,ChannelRoku
2017-01-04,527,1229,1756,toonstvmade4samsung_6d2a0fc4
2017-01-04,56,176,232,PurpleChina
2017-01-04,263,857,1120,AngryBirdsClassicTalkweb
2017-01-04,19,73,92,ChannelAngryBirdsRoost
2017-02-20,1254,4961,6215,BadPiggiesFull
2017-02-20,5146,7270,12416,Abba
2017-02-20,23,25,48,tntgame_149fb4d3
2017-02-20,1699,10877,12576,ChannelSmartTv
2017-02-20,3695,284,3979,ChannelWeb
2017-02-20,4973,25564,30537,Toonstv
2017-02-20,71,793,864,BadPiggiesLight
2017-02-20,1649,4782,6431,AngryBirdsStarWarsFull
2017-02-20,60,541,601,AngryBirdsSpaceLight
2017-02-20,3416,11405,14821,AngryBirdsClassic
2017-02-20,19,32,51,abactionchina_49cba9cb
2017-02-20,1399,6482,7881,Crimson
2017-02-20,1011,4152,5163,BlueSteel
2017-02-20,595,264,859,toonstvkidoz_c161558
2017-02-20,132,884,1016,Purple
2017-02-20,13,49,62,ChannelAngryBirdsRoost
2017-02-20,862,2365,3227,Gold
2017-02-20,232,792,1024,AngryBirdsClassicTalkweb
2017-02-20,745,5877,6622,AngryBirdsClassicLight
2017-02-20,3118,11360,14478,AngryBirdsRioFull
2017-02-20,3658,919,4577,rovio_3bb4586d
2017-02-20,2,3,5,spilgames_64ada0f8
2017-02-20,2877,6802,9679,AngryBirdsSpaceFull
2017-02-20,439,3317,3756,ChannelRoku
2017-02-20,580,2407,2987,AngryBirdsSeasonsFull
2017-02-20,569,1782,2351,toonstvmade4samsung_6d2a0fc4
2017-02-20,47,230,277,toonstvappletv_7c3cb333
2017-02-20,,4,4,abbakunluniosgpchina_1fffd0c2
2017-02-20,142,370,512,popcorn_7901fbf5
2017-02-20,191,705,896,Birdkeeper
2017-02-20,105,976,1081,badpiggiesodyssey_38481962
2017-02-20,72,196,268,PurpleChina
2017-02-20,1144,3575,4719,AngryBirdsFriends
2017-02-20,97,853,950,purpleamazonfire_74641a18
2017-02-20,1472,3831,5303,Yellow
2017-02-20,5,1,6,abbafortumo_6df226f7
2017-02-20,171,1080,1251,AngryBirdsStarWarsLight
2017-02-20,189,188,377,abactionchinaandroid_1d7ba513
2017-02-20,145,169,314,angrybirdsfortumo_7bf816e1
2017-02-24,906,2232,3138,Gold
2017-02-24,3947,1059,5006,rovio_3bb4586d
2017-02-24,1266,5666,6932,Crimson
2017-02-24,184,425,609,popcorn_7901fbf5
2017-02-24,157,920,1077,Purple
2017-02-24,2139,12054,14193,ChannelSmartTv
2017-02-24,653,2379,3032,AngryBirdsSeasonsFull
2017-02-24,78,172,250,PurpleChina
2017-02-24,4192,294,4486,ChannelWeb
2017-02-24,,6,6,abbakunluniosgpchina_1fffd0c2
2017-02-24,1127,3510,4637,AngryBirdsFriends
2017-02-24,317,2845,3162,ChannelRoku
2017-02-24,1169,4194,5363,BlueSteel
2017-02-24,74,745,819,BadPiggiesLight
2017-02-24,2011,5123,7134,AngryBirdsStarWarsFull
2017-02-24,13,78,91,ChannelAngryBirdsRoost
2017-02-24,241,760,1001,Birdkeeper
2017-02-24,3980,11744,15724,AngryBirdsClassic
2017-02-24,695,6036,6731,AngryBirdsClassicLight
2017-02-24,1679,3739,5418,Yellow
2017-02-24,560,1716,2276,toonstvmade4samsung_6d2a0fc4
2017-02-24,29,26,55,tntgame_149fb4d3
2017-02-24,137,169,306,angrybirdsfortumo_7bf816e1
2017-02-24,190,92,282,abactionchina_49cba9cb
2017-02-24,1700,5032,6732,AngryBirdsSpaceFull
2017-02-24,5290,28281,33571,Toonstv
2017-02-24,5012,7018,12030,Abba
2017-02-24,44,234,278,toonstvappletv_7c3cb333
2017-02-24,3492,11429,14921,AngryBirdsRioFull
2017-02-24,293,225,518,abactionchinaandroid_1d7ba513
2017-02-24,1433,5004,6437,BadPiggiesFull
2017-02-24,58,531,589,AngryBirdsSpaceLight
2017-02-24,89,838,927,badpiggiesodyssey_38481962
2017-02-24,1931,448,2379,toonstvkidoz_c161558
2017-02-24,93,660,753,purpleamazonfire_74641a18
2017-02-24,262,879,1141,AngryBirdsClassicTalkweb
2017-02-24,211,1111,1322,AngryBirdsStarWarsLight
2017-01-11,2561,10723,13284,ChannelSmartTv
2017-01-11,216,955,1171,AngryBirdsStarWarsLight
2017-01-11,1290,4063,5353,BadPiggiesFull
2017-01-11,143,597,740,purpleamazonfire_74641a18
2017-01-11,15,29,44,tntgame_149fb4d3
2017-01-11,284,244,528,angrybirdsfortumo_7bf816e1
2017-01-11,52,589,641,BadPiggiesLight
2017-01-11,4413,11657,16070,AngryBirdsClassic
2017-01-11,657,5428,6085,AngryBirdsClassicLight
2017-01-11,4367,10270,14637,AngryBirdsRioFull
2017-01-11,1791,4257,6048,AngryBirdsStarWarsFull
2017-01-11,635,2191,2826,AngryBirdsSeasonsFull
2017-01-11,1160,3212,4372,AngryBirdsFriends
2017-01-11,96,293,389,PurpleChina
2017-01-11,4186,324,4510,ChannelWeb
2017-01-11,1961,6010,7971,Crimson
2017-01-11,57,479,536,AngryBirdsSpaceLight
2017-01-11,1105,3289,4394,BlueSteel
2017-01-11,323,950,1273,AngryBirdsClassicTalkweb
2017-01-11,2734,5193,7927,AngryBirdsSpaceFull
2017-01-11,122,849,971,Purple
2017-01-11,2849,85,2934,rovio_3bb4586d
2017-01-11,11,71,82,ChannelAngryBirdsRoost
2017-01-11,93,712,805,badpiggiesodyssey_38481962
2017-01-11,140,345,485,popcorn_7901fbf5
2017-01-11,1212,318,1530,toonstvkidoz_c161558
2017-01-11,1359,2933,4292,Yellow
2017-01-11,542,1446,1988,toonstvmade4samsung_6d2a0fc4
2017-01-11,3684,5351,9035,Abba
2017-01-11,423,262,685,abactionchinaandroid_1d7ba513
2017-01-11,1,4,5,abbakunluniosgpchina_1fffd0c2
2017-01-11,5071,22236,27307,Toonstv
2017-01-11,885,2122,3007,Gold
2017-01-11,37,62,99,abactionchina_49cba9cb
2017-01-11,40,185,225,toonstvappletv_7c3cb333
2017-01-11,262,2454,2716,ChannelRoku
2017-01-11,176,546,722,Birdkeeper
2017-01-16,871,2644,3515,AngryBirdsSeasonsFull
2017-01-16,802,6190,6992,AngryBirdsClassicLight
2017-01-16,4579,168,4747,rovio_3bb4586d
2017-01-16,10,15,25,tntgame_149fb4d3
2017-01-16,2052,3973,6025,Yellow
2017-01-16,2361,10815,13176,ChannelSmartTv
2017-01-16,5459,12330,17789,AngryBirdsRioFull
2017-01-16,713,1766,2479,toonstvmade4samsung_6d2a0fc4
2017-01-16,1490,606,2096,toonstvkidoz_c161558
2017-01-16,19,54,73,ChannelAngryBirdsRoost
2017-01-16,152,380,532,PurpleChina
2017-01-16,435,1152,1587,AngryBirdsClassicTalkweb
2017-01-16,181,409,590,popcorn_7901fbf5
2017-01-16,15,1,16,toonsclientsdk_3f59016a
2017-01-16,1,6,7,abbakunluniosgpchina_1fffd0c2
2017-01-16,82,762,844,BadPiggiesLight
2017-01-16,2321,5377,7698,AngryBirdsStarWarsFull
2017-01-16,5271,6555,11826,Abba
2017-01-16,1417,4189,5606,BlueSteel
2017-01-16,256,231,487,angrybirdsfortumo_7bf816e1
2017-01-16,164,985,1149,badpiggiesodyssey_38481962
2017-01-16,6356,25238,31594,Toonstv
2017-01-16,2666,8237,10903,Crimson
2017-01-16,5280,350,5630,ChannelWeb
2017-01-16,588,330,918,abactionchinaandroid_1d7ba513
2017-01-16,2,1,3,abbafortumo_6df226f7
2017-01-16,392,3287,3679,ChannelRoku
2017-01-16,72,72,144,abactionchina_49cba9cb
2017-01-16,3742,6231,9973,AngryBirdsSpaceFull
2017-01-16,283,1164,1447,AngryBirdsStarWarsLight
2017-01-16,36,195,231,toonstvappletv_7c3cb333
2017-01-16,173,1002,1175,Purple
2017-01-16,200,772,972,purpleamazonfire_74641a18
2017-01-16,6120,13942,20062,AngryBirdsClassic
2017-01-16,1615,5203,6818,BadPiggiesFull
2017-01-16,1286,3857,5143,AngryBirdsFriends
2017-01-16,1244,2900,4144,Gold
2017-01-16,194,624,818,Birdkeeper
2017-01-16,83,522,605,AngryBirdsSpaceLight
2017-01-18,1186,3570,4756,BlueSteel
2017-01-18,1994,4611,6605,AngryBirdsStarWarsFull
2017-01-18,181,368,549,popcorn_7901fbf5
2017-01-18,485,1222,1707,AngryBirdsClassicTalkweb
2017-01-18,136,351,487,PurpleChina
2017-01-18,4607,353,4960,ChannelWeb
2017-01-18,7,79,86,ChannelAngryBirdsRoost
2017-01-18,92,748,840,badpiggiesodyssey_38481962
2017-01-18,167,554,721,Birdkeeper
2017-01-18,4102,180,4282,rovio_3bb4586d
2017-01-18,3003,5269,8272,AngryBirdsSpaceFull
2017-01-18,915,2118,3033,Gold
2017-01-18,283,2488,2771,ChannelRoku
2017-01-18,139,869,1008,Purple
2017-01-18,14,17,31,tntgame_149fb4d3
2017-01-18,1977,6469,8446,Crimson
2017-01-18,1138,3267,4405,AngryBirdsFriends
2017-01-18,4324,5827,10151,Abba
2017-01-18,5159,12315,17474,AngryBirdsClassic
2017-01-18,47,197,244,toonstvappletv_7c3cb333
2017-01-18,683,5428,6111,AngryBirdsClassicLight
2017-01-18,249,215,464,angrybirdsfortumo_7bf816e1
2017-01-18,1350,4345,5695,BadPiggiesFull
2017-01-18,4849,10776,15625,AngryBirdsRioFull
2017-01-18,5411,23764,29175,Toonstv
2017-01-18,491,1522,2013,toonstvmade4samsung_6d2a0fc4
2017-01-18,55,80,135,abactionchina_49cba9cb
2017-01-18,2298,10839,13137,ChannelSmartTv
2017-01-18,809,2250,3059,AngryBirdsSeasonsFull
2017-01-18,1544,3168,4712,Yellow
2017-01-18,67,539,606,AngryBirdsSpaceLight
2017-01-18,46,585,631,BadPiggiesLight
2017-01-18,528,356,884,abactionchinaandroid_1d7ba513
2017-01-18,201,994,1195,AngryBirdsStarWarsLight
2017-01-18,1070,632,1702,toonstvkidoz_c161558
2017-01-18,,1,1,toonsclientsdk_3f59016a
2017-01-18,121,641,762,purpleamazonfire_74641a18
2017-01-18,1,12,13,abbakunluniosgpchina_1fffd0c2
2017-01-22,6560,15082,21642,AngryBirdsRioFull
2017-01-22,1781,5381,7162,BlueSteel
2017-01-22,20,96,116,ChannelAngryBirdsRoost
2017-01-22,7582,30435,38017,Toonstv
2017-01-22,1479,3336,4815,Gold
2017-01-22,229,785,1014,Birdkeeper
2017-01-22,14,28,42,tntgame_149fb4d3
2017-01-22,7141,16800,23941,AngryBirdsClassic
2017-01-22,3466,9742,13208,Crimson
2017-01-22,574,310,884,abactionchinaandroid_1d7ba513
2017-01-22,2872,12944,15816,ChannelSmartTv
2017-01-22,212,1230,1442,Purple
2017-01-22,12567,10889,23456,AngryBirdsSpaceFull
2017-01-22,7137,8577,15714,Abba
2017-01-22,2038,6177,8215,BadPiggiesFull
2017-01-22,1600,4583,6183,AngryBirdsFriends
2017-01-22,758,2041,2799,toonstvmade4samsung_6d2a0fc4
2017-01-22,1153,7639,8792,AngryBirdsClassicLight
2017-01-22,6572,378,6950,ChannelWeb
2017-01-22,408,1439,1847,AngryBirdsStarWarsLight
2017-01-22,174,1069,1243,badpiggiesodyssey_38481962
2017-01-22,4105,147,4252,rovio_3bb4586d
2017-01-22,266,565,831,popcorn_7901fbf5
2017-01-22,67,280,347,toonstvappletv_7c3cb333
2017-01-22,304,263,567,angrybirdsfortumo_7bf816e1
2017-01-22,102,679,781,AngryBirdsSpaceLight
2017-01-22,67,89,156,abactionchina_49cba9cb
2017-01-22,2627,5004,7631,Yellow
2017-01-22,108,999,1107,BadPiggiesLight
2017-01-22,2864,6485,9349,AngryBirdsStarWarsFull
2017-01-22,1041,3183,4224,AngryBirdsSeasonsFull
2017-01-22,1,9,10,abbakunluniosgpchina_1fffd0c2
2017-01-22,561,1279,1840,AngryBirdsClassicTalkweb
2017-01-22,503,3599,4102,ChannelRoku
2017-01-22,177,380,557,PurpleChina
2017-01-22,215,839,1054,purpleamazonfire_74641a18
2017-01-22,1072,587,1659,toonstvkidoz_c161558
2017-01-25,77,779,856,badpiggiesodyssey_38481962
2017-01-25,4932,12539,17471,AngryBirdsClassic
2017-01-25,198,592,790,Birdkeeper
2017-01-25,1378,4361,5739,BadPiggiesFull
2017-01-25,675,5455,6130,AngryBirdsClassicLight
2017-01-25,1,9,10,abbakunluniosgpchina_1fffd0c2
2017-01-25,237,215,452,angrybirdsfortumo_7bf816e1
2017-01-25,2284,11505,13789,ChannelSmartTv
2017-01-25,961,2161,3122,Gold
2017-01-25,3054,139,3193,rovio_3bb4586d
2017-01-25,8641,8600,17241,AngryBirdsSpaceFull
2017-01-25,5050,387,5437,ChannelWeb
2017-01-25,22,69,91,ChannelAngryBirdsRoost
2017-01-25,158,355,513,popcorn_7901fbf5
2017-01-25,2054,4822,6876,AngryBirdsStarWarsFull
2017-01-25,1142,3300,4442,AngryBirdsFriends
2017-01-25,161,921,1082,Purple
2017-01-25,4528,6089,10617,Abba
2017-01-25,902,713,1615,toonstvkidoz_c161558
2017-01-25,561,1286,1847,AngryBirdsClassicTalkweb
2017-01-25,68,627,695,BadPiggiesLight
2017-01-25,4791,11259,16050,AngryBirdsRioFull
2017-01-25,5365,24873,30238,Toonstv
2017-01-25,278,2466,2744,ChannelRoku
2017-01-25,183,390,573,PurpleChina
2017-01-25,116,606,722,purpleamazonfire_74641a18
2017-01-25,1281,3990,5271,BlueSteel
2017-01-25,435,1565,2000,toonstvmade4samsung_6d2a0fc4
2017-01-25,12,18,30,tntgame_149fb4d3
2017-01-25,918,2281,3199,AngryBirdsSeasonsFull
2017-01-25,1558,3175,4733,Yellow
2017-01-25,2055,6633,8688,Crimson
2017-01-25,35,216,251,toonstvappletv_7c3cb333
2017-01-25,181,966,1147,AngryBirdsStarWarsLight
2017-01-25,67,521,588,AngryBirdsSpaceLight
2017-01-25,709,364,1073,abactionchinaandroid_1d7ba513
2017-01-25,75,116,191,abactionchina_49cba9cb
2017-02-13,3965,291,4256,ChannelWeb
2017-02-13,3522,6347,9869,AngryBirdsSpaceFull
2017-02-13,4,3,7,abbafortumo_6df226f7
2017-02-13,895,1936,2831,Gold
2017-02-13,144,556,700,Birdkeeper
2017-02-13,26,30,56,tntgame_149fb4d3
2017-02-13,188,986,1174,AngryBirdsStarWarsLight
2017-02-13,4927,11225,16152,AngryBirdsRioFull
2017-02-13,764,693,1457,toonstvkidoz_c161558
2017-02-13,2036,4507,6543,AngryBirdsStarWarsFull
2017-02-13,33,204,237,toonstvappletv_7c3cb333
2017-02-13,7516,7848,15364,Abba
2017-02-13,2014,6530,8544,Crimson
2017-02-13,1318,3716,5034,AngryBirdsFriends
2017-02-13,630,5481,6111,AngryBirdsClassicLight
2017-02-13,4107,10833,14940,AngryBirdsClassic
2017-02-13,117,654,771,purpleamazonfire_74641a18
2017-02-13,1345,4570,5915,BadPiggiesFull
2017-02-13,2,4,6,abbakunluniosgpchina_1fffd0c2
2017-02-13,4283,878,5161,rovio_3bb4586d
2017-02-13,1003,3711,4714,BlueSteel
2017-02-13,458,1707,2165,toonstvmade4samsung_6d2a0fc4
2017-02-13,89,223,312,PurpleChina
2017-02-13,5920,25520,31440,Toonstv
2017-02-13,128,788,916,Purple
2017-02-13,1761,10527,12288,ChannelSmartTv
2017-02-13,165,423,588,popcorn_7901fbf5
2017-02-13,1679,3391,5070,Yellow
2017-02-13,695,2054,2749,AngryBirdsSeasonsFull
2017-02-13,73,655,728,BadPiggiesLight
2017-02-13,74,463,537,AngryBirdsSpaceLight
2017-02-13,7,85,92,ChannelAngryBirdsRoost
2017-02-13,325,225,550,abactionchinaandroid_1d7ba513
2017-02-13,35,40,75,abactionchina_49cba9cb
2017-02-13,137,166,303,angrybirdsfortumo_7bf816e1
2017-02-13,267,805,1072,AngryBirdsClassicTalkweb
2017-02-13,305,2698,3003,ChannelRoku
2017-02-13,100,794,894,badpiggiesodyssey_38481962
2017-02-04,1259,3068,4327,Gold
2017-02-04,16,121,137,ChannelAngryBirdsRoost
2017-02-04,200,528,728,popcorn_7901fbf5
2017-02-04,1644,4935,6579,AngryBirdsFriends
2017-02-04,3006,9472,12478,Crimson
2017-02-04,509,1288,1797,AngryBirdsClassicTalkweb
2017-02-04,77,106,183,abactionchina_49cba9cb
2017-02-04,5323,347,5670,ChannelWeb
2017-02-04,1128,7751,8879,AngryBirdsClassicLight
2017-02-04,926,3018,3944,AngryBirdsSeasonsFull
2017-02-04,167,1126,1293,badpiggiesodyssey_38481962
2017-02-04,202,408,610,PurpleChina
2017-02-04,1715,5325,7040,BlueSteel
2017-02-04,229,1315,1544,Purple
2017-02-04,5682,15670,21352,AngryBirdsClassic
2017-02-04,,8,8,abbakunluniosgpchina_1fffd0c2
2017-02-04,1175,785,1960,toonstvkidoz_c161558
2017-02-04,,1,1,abbafortumo_6df226f7
2017-02-04,5972,15401,21373,AngryBirdsRioFull
2017-02-04,5690,8626,14316,Abba
2017-02-04,2628,6412,9040,AngryBirdsStarWarsFull
2017-02-04,102,689,791,AngryBirdsSpaceLight
2017-02-04,2999,13635,16634,ChannelSmartTv
2017-02-04,625,438,1063,abactionchinaandroid_1d7ba513
2017-02-04,5206,9217,14423,AngryBirdsSpaceFull
2017-02-04,244,786,1030,Birdkeeper
2017-02-04,5199,550,5749,rovio_3bb4586d
2017-02-04,776,2073,2849,toonstvmade4samsung_6d2a0fc4
2017-02-04,2049,6247,8296,BadPiggiesFull
2017-02-04,538,3752,4290,ChannelRoku
2017-02-04,6873,30941,37814,Toonstv
2017-02-04,183,953,1136,purpleamazonfire_74641a18
2017-02-04,313,1402,1715,AngryBirdsStarWarsLight
2017-02-04,82,264,346,toonstvappletv_7c3cb333
2017-02-04,2407,4744,7151,Yellow
2017-02-04,122,1020,1142,BadPiggiesLight
2017-02-04,41,45,86,tntgame_149fb4d3
2017-02-04,242,208,450,angrybirdsfortumo_7bf816e1
2017-02-25,6651,31397,38048,Toonstv
2017-02-25,1747,7349,9096,Crimson
2017-02-25,122,299,421,PurpleChina
2017-02-25,857,2864,3721,AngryBirdsSeasonsFull
2017-02-25,2717,14263,16980,ChannelSmartTv
2017-02-25,1124,7486,8610,AngryBirdsClassicLight
2017-02-25,904,2577,3481,Gold
2017-02-25,5768,8611,14379,Abba
2017-02-25,4385,13796,18181,AngryBirdsRioFull
2017-02-25,4816,300,5116,ChannelWeb
2017-02-25,435,1181,1616,AngryBirdsClassicTalkweb
2017-02-25,2542,6368,8910,AngryBirdsStarWarsFull
2017-02-25,33,44,77,tntgame_149fb4d3
2017-02-25,162,1189,1351,Purple
2017-02-25,334,912,1246,Birdkeeper
2017-02-25,4809,1166,5975,rovio_3bb4586d
2017-02-25,107,725,832,AngryBirdsSpaceLight
2017-02-25,3,1,4,abbafortumo_6df226f7
2017-02-25,5196,14609,19805,AngryBirdsClassic
2017-02-25,64,281,345,toonstvappletv_7c3cb333
2017-02-25,520,3727,4247,ChannelRoku
2017-02-25,161,4,165,spilgamesweb_4015b0ee
2017-02-25,1855,6224,8079,BadPiggiesFull
2017-02-25,2180,566,2746,toonstvkidoz_c161558
2017-02-25,123,147,270,angrybirdsfortumo_7bf816e1
2017-02-25,211,510,721,popcorn_7901fbf5
2017-02-25,10,104,114,ChannelAngryBirdsRoost
2017-02-25,2043,6120,8163,AngryBirdsSpaceFull
2017-02-25,118,809,927,purpleamazonfire_74641a18
2017-02-25,325,1382,1707,AngryBirdsStarWarsLight
2017-02-25,1370,4285,5655,AngryBirdsFriends
2017-02-25,1698,5761,7459,BlueSteel
2017-02-25,1,3,4,abbakunluniosgpchina_1fffd0c2
2017-02-25,2213,4998,7211,Yellow
2017-02-25,489,325,814,abactionchinaandroid_1d7ba513
2017-02-25,733,1969,2702,toonstvmade4samsung_6d2a0fc4
2017-02-25,291,137,428,abactionchina_49cba9cb
2017-02-25,141,1050,1191,badpiggiesodyssey_38481962
2017-02-25,94,1002,1096,BadPiggiesLight
2017-01-15,6518,14496,21014,AngryBirdsRioFull
2017-01-15,1735,4850,6585,BlueSteel
2017-01-15,7138,16417,23555,AngryBirdsClassic
2017-01-15,925,3019,3944,AngryBirdsSeasonsFull
2017-01-15,24,28,52,tntgame_149fb4d3
2017-01-15,1506,3323,4829,Gold
2017-01-15,3176,12221,15397,ChannelSmartTv
2017-01-15,5033,162,5195,rovio_3bb4586d
2017-01-15,20,101,121,ChannelAngryBirdsRoost
2017-01-15,249,673,922,Birdkeeper
2017-01-15,2867,6500,9367,AngryBirdsStarWarsFull
2017-01-15,2020,5959,7979,BadPiggiesFull
2017-01-15,2490,4648,7138,Yellow
2017-01-15,6315,8023,14338,Abba
2017-01-15,106,873,979,BadPiggiesLight
2017-01-15,350,1396,1746,AngryBirdsStarWarsLight
2017-01-15,145,369,514,PurpleChina
2017-01-15,1531,432,1963,toonstvkidoz_c161558
2017-01-15,4,1,5,abbafortumo_6df226f7
2017-01-15,71,88,159,abactionchina_49cba9cb
2017-01-15,226,1272,1498,Purple
2017-01-15,80,273,353,toonstvappletv_7c3cb333
2017-01-15,754,1780,2534,toonstvmade4samsung_6d2a0fc4
2017-01-15,1579,4475,6054,AngryBirdsFriends
2017-01-15,6069,328,6397,ChannelWeb
2017-01-15,241,495,736,popcorn_7901fbf5
2017-01-15,3245,9247,12492,Crimson
2017-01-15,220,838,1058,purpleamazonfire_74641a18
2017-01-15,98,678,776,AngryBirdsSpaceLight
2017-01-15,352,258,610,angrybirdsfortumo_7bf816e1
2017-01-15,4328,7091,11419,AngryBirdsSpaceFull
2017-01-15,1125,7477,8602,AngryBirdsClassicLight
2017-01-15,569,343,912,abactionchinaandroid_1d7ba513
2017-01-15,179,1037,1216,badpiggiesodyssey_38481962
