event_date,new,retained,total,app::multi-filter
2017-01-23,227,202,429,angrybirdsfortumo_7bf816e1
2017-01-23,1172,3634,4806,BlueSteel
2017-01-23,5027,12477,17504,AngryBirdsClassic
2017-01-23,927,642,1569,toonstvkidoz_c161558
2017-01-23,556,1234,1790,AngryBirdsClassicTalkweb
2017-01-23,59,656,715,BadPiggiesLight
2017-01-23,6,16,22,tntgame_149fb4d3
2017-02-11,5874,383,6257,ChannelWeb
2017-02-11,499,339,838,abactionchinaandroid_1d7ba513
2017-02-11,6146,15460,21606,AngryBirdsClassic
2017-02-11,1094,2951,4045,AngryBirdsSeasonsFull
2017-02-11,211,1265,1476,Purple
2017-02-11,1771,4909,6680,AngryBirdsFriends
2017-02-11,6702,15313,22015,AngryBirdsRioFull
2017-02-11,668,2052,2720,toonstvmade4samsung_6d2a0fc4
2017-02-11,1048,754,1802,toonstvkidoz_c161558
2017-02-11,3,2,5,abbafortumo_6df226f7
2017-02-11,9152,11367,20519,Abba
2017-02-11,34,43,77,tntgame_149fb4d3
2017-02-11,2091,6521,8612,BadPiggiesFull
2017-02-11,240,535,775,popcorn_7901fbf5
2017-02-11,1482,3188,4670,Gold
2017-02-11,1186,7497,8683,AngryBirdsClassicLight
2017-02-11,495,3740,4235,ChannelRoku
2017-02-11,5194,8632,13826,AngryBirdsSpaceFull
2017-02-11,2823,13836,16659,ChannelSmartTv
2017-02-11,2854,5185,8039,Yellow
2017-02-11,308,1409,1717,AngryBirdsStarWarsLight
2017-02-11,60,91,151,abactionchina_49cba9cb
2017-02-11,139,336,475,PurpleChina
2017-02-11,63,303,366,toonstvappletv_7c3cb333
2017-02-11,5883,1022,6905,rovio_3bb4586d
2017-02-11,3266,6459,9725,AngryBirdsStarWarsFull
2017-02-11,216,766,982,Birdkeeper
2017-02-11,1791,5740,7531,BlueSteel
2017-02-11,9164,32578,41742,Toonstv
2017-02-11,175,177,352,angrybirdsfortumo_7bf816e1
2017-02-11,2,6,8,abbakunluniosgpchina_1fffd0c2
2017-02-11,3364,9564,12928,Crimson
2017-02-11,101,666,767,AngryBirdsSpaceLight
2017-02-11,106,956,1062,BadPiggiesLight
2017-02-11,158,1106,1264,badpiggiesodyssey_38481962
2017-02-11,16,118,134,ChannelAngryBirdsRoost
2017-02-11,429,1130,1559,AngryBirdsClassicTalkweb
2017-02-11,175,955,1130,purpleamazonfire_74641a18
2017-02-08,1358,3179,4537,Yellow
2017-02-08,1931,6656,8587,Crimson
2017-02-08,4899,23620,28519,Toonstv
2017-02-08,782,711,1493,toonstvkidoz_c161558
2017-02-08,118,687,805,purpleamazonfire_74641a18
2017-02-08,22,19,41,tntgame_149fb4d3
2017-02-08,73,490,563,AngryBirdsSpaceLight
2017-02-08,31,214,245,toonstvappletv_7c3cb333
2017-02-08,864,2030,2894,Gold
2017-02-08,2,1,3,abbafortumo_6df226f7
2017-02-08,566,1411,1977,AngryBirdsClassicTalkweb
2017-02-08,132,860,992,Purple
2017-02-08,181,455,636,PurpleChina
2017-02-08,4527,375,4902,ChannelWeb
2017-02-08,3123,6408,9531,AngryBirdsSpaceFull
2017-02-08,4147,11264,15411,AngryBirdsRioFull
2017-02-08,4434,778,5212,rovio_3bb4586d
2017-02-08,1250,4519,5769,BadPiggiesFull
2017-02-08,319,2630,2949,ChannelRoku
2017-02-08,143,357,500,popcorn_7901fbf5
2017-02-08,1083,3650,4733,AngryBirdsFriends
2017-02-08,50,645,695,BadPiggiesLight
2017-02-08,1843,4596,6439,AngryBirdsStarWarsFull
2017-02-08,161,618,779,Birdkeeper
2017-02-08,946,2250,3196,AngryBirdsSeasonsFull
2017-02-08,3711,11347,15058,AngryBirdsClassic
2017-02-08,1539,4398,5937,BlueSteel
2017-02-08,708,5524,6232,AngryBirdsClassicLight
2017-02-08,737,475,1212,abactionchinaandroid_1d7ba513
2017-02-08,4032,5815,9847,Abba
2017-02-08,2073,10847,12920,ChannelSmartTv
2017-02-08,163,970,1133,AngryBirdsStarWarsLight
2017-02-08,137,132,269,angrybirdsfortumo_7bf816e1
2017-02-08,75,813,888,badpiggiesodyssey_38481962
2017-02-08,494,1629,2123,toonstvmade4samsung_6d2a0fc4
2017-02-08,72,93,165,abactionchina_49cba9cb
2017-02-08,16,66,82,ChannelAngryBirdsRoost
2017-02-08,3,8,11,abbakunluniosgpchina_1fffd0c2
2017-02-27,566,5249,5815,AngryBirdsClassicLight
2017-02-27,522,1968,2490,AngryBirdsSeasonsFull
2017-02-27,4103,6151,10254,Abba
2017-02-27,1487,601,2088,toonstvkidoz_c161558
2017-02-27,3470,10516,13986,AngryBirdsClassic
2017-02-27,73,163,236,PurpleChina
2017-02-27,3082,9915,12997,AngryBirdsRioFull
2017-02-27,17,24,41,tntgame_149fb4d3
2017-02-27,1955,11073,13028,ChannelSmartTv
2017-02-27,176,643,819,Birdkeeper
2017-02-27,3326,244,3570,ChannelWeb
2017-02-27,3183,943,4126,rovio_3bb4586d
2017-02-27,932,4748,5680,Crimson
2017-02-27,167,183,350,abactionchinaandroid_1d7ba513
2017-02-27,590,1637,2227,toonstvmade4samsung_6d2a0fc4
2017-02-27,163,911,1074,AngryBirdsStarWarsLight
2017-02-27,1260,3122,4382,Yellow
2017-02-27,66,740,806,badpiggiesodyssey_38481962
2017-02-27,346,1193,1539,Gold
2017-02-27,78,548,626,purpleamazonfire_74641a18
2017-02-27,70,577,647,BadPiggiesLight
2017-02-27,890,2937,3827,AngryBirdsFriends
2017-02-27,135,348,483,popcorn_7901fbf5
2017-02-27,13,79,92,ChannelAngryBirdsRoost
2017-02-27,126,89,215,abactionchina_49cba9cb
2017-02-27,199,728,927,AngryBirdsClassicTalkweb
2017-02-27,1625,4384,6009,AngryBirdsStarWarsFull
2017-02-27,1100,4315,5415,BadPiggiesFull
2017-02-27,4670,24024,28694,Toonstv
2017-02-27,32,215,247,toonstvappletv_7c3cb333
2017-02-27,5,1,6,abbafortumo_6df226f7
2017-02-27,56,483,539,AngryBirdsSpaceLight
2017-02-27,,2,2,abbakunluniosgpchina_1fffd0c2
2017-02-27,106,822,928,Purple
2017-02-27,126,146,272,angrybirdsfortumo_7bf816e1
2017-02-27,89,6,95,spilgamesweb_4015b0ee
2017-02-27,,1,1,toonsclientsdk_3f59016a
2017-02-27,871,3585,4456,BlueSteel
2017-02-27,1160,4082,5242,AngryBirdsSpaceFull
2017-02-27,341,2776,3117,ChannelRoku
2017-02-15,437,1591,2028,toonstvmade4samsung_6d2a0fc4
2017-02-15,5375,25065,30440,Toonstv
2017-02-15,873,1976,2849,Gold
2017-02-15,90,260,350,PurpleChina
2017-02-15,4045,284,4329,ChannelWeb
2017-02-15,3986,10626,14612,AngryBirdsClassic
2017-02-15,4430,10950,15380,AngryBirdsRioFull
2017-02-15,1846,10643,12489,ChannelSmartTv
2017-02-15,,1,1,toonsclientsdk_3f59016a
2017-02-15,,1,1,silver_3ddc7ced
2017-02-15,1215,4317,5532,BadPiggiesFull
2017-02-15,640,632,1272,toonstvkidoz_c161558
2017-02-15,3794,868,4662,rovio_3bb4586d
2017-02-15,3304,6256,9560,AngryBirdsSpaceFull
2017-02-15,113,791,904,Purple
2017-02-15,672,2001,2673,AngryBirdsSeasonsFull
2017-02-15,660,5215,5875,AngryBirdsClassicLight
2017-02-15,1925,6351,8276,Crimson
2017-02-15,83,810,893,badpiggiesodyssey_38481962
2017-02-15,17,36,53,tntgame_149fb4d3
2017-02-15,171,525,696,Birdkeeper
2017-02-15,99,643,742,purpleamazonfire_74641a18
2017-02-15,,2,2,spilgames_64ada0f8
2017-02-15,1587,3294,4881,Yellow
2017-02-15,1086,3867,4953,BlueSteel
2017-02-15,1477,4011,5488,AngryBirdsFriends
2017-02-15,39,187,226,toonstvappletv_7c3cb333
2017-02-15,38,41,79,abactionchina_49cba9cb
2017-02-15,244,2485,2729,ChannelRoku
2017-02-15,47,596,643,BadPiggiesLight
2017-02-15,7578,7290,14868,Abba
2017-02-15,177,867,1044,AngryBirdsStarWarsLight
2017-02-15,146,371,517,popcorn_7901fbf5
2017-02-15,46,467,513,AngryBirdsSpaceLight
2017-02-15,1944,4555,6499,AngryBirdsStarWarsFull
2017-02-15,305,210,515,abactionchinaandroid_1d7ba513
2017-02-15,163,207,370,angrybirdsfortumo_7bf816e1
2017-02-15,15,64,79,ChannelAngryBirdsRoost
2017-02-15,251,824,1075,AngryBirdsClassicTalkweb
2017-02-15,,2,2,abbakunluniosgpchina_1fffd0c2
2017-02-18,2770,13816,16586,ChannelSmartTv
2017-02-18,2341,6222,8563,AngryBirdsStarWarsFull
2017-02-18,304,1063,1367,Birdkeeper
2017-02-18,2107,8576,10683,Crimson
2017-02-18,95,686,781,AngryBirdsSpaceLight
2017-02-18,4460,1076,5536,rovio_3bb4586d
2017-02-18,5298,317,5615,ChannelWeb
2017-02-18,201,1219,1420,Purple
2017-02-18,6961,32070,39031,Toonstv
2017-02-18,98,953,1051,BadPiggiesLight
2017-02-18,43,67,110,abactionchina_49cba9cb
2017-02-18,911,2989,3900,AngryBirdsSeasonsFull
2017-02-18,1248,2981,4229,Gold
2017-02-18,175,237,412,angrybirdsfortumo_7bf816e1
2017-02-18,209,484,693,popcorn_7901fbf5
2017-02-18,1571,4740,6311,AngryBirdsFriends
2017-02-18,138,362,500,PurpleChina
2017-02-18,1731,5661,7392,BlueSteel
2017-02-18,406,311,717,abactionchinaandroid_1d7ba513
2017-02-18,137,960,1097,purpleamazonfire_74641a18
2017-02-18,4866,14549,19415,AngryBirdsClassic
2017-02-18,6448,9298,15746,Abba
2017-02-18,292,1397,1689,AngryBirdsStarWarsLight
2017-02-18,4259,8589,12848,AngryBirdsSpaceFull
2017-02-18,483,3615,4098,ChannelRoku
2017-02-18,4173,14163,18336,AngryBirdsRioFull
2017-02-18,73,275,348,toonstvappletv_7c3cb333
2017-02-18,2197,5030,7227,Yellow
2017-02-18,1088,7413,8501,AngryBirdsClassicLight
2017-02-18,2,1,3,abbafortumo_6df226f7
2017-02-18,643,274,917,toonstvkidoz_c161558
2017-02-18,653,2000,2653,toonstvmade4samsung_6d2a0fc4
2017-02-18,372,1185,1557,AngryBirdsClassicTalkweb
2017-02-18,1754,6243,7997,BadPiggiesFull
2017-02-18,17,100,117,ChannelAngryBirdsRoost
2017-02-18,102,1020,1122,badpiggiesodyssey_38481962
2017-02-18,38,37,75,tntgame_149fb4d3
2017-02-18,1,6,7,abbakunluniosgpchina_1fffd0c2
2017-01-10,14,27,41,tntgame_149fb4d3
2017-01-10,11,66,77,ChannelAngryBirdsRoost
2017-01-10,4651,11726,16377,AngryBirdsClassic
2017-01-10,2777,107,2884,rovio_3bb4586d
2017-01-10,146,586,732,purpleamazonfire_74641a18
2017-01-10,940,250,1190,toonstvkidoz_c161558
2017-01-10,182,342,524,popcorn_7901fbf5
2017-01-10,3880,5440,9320,Abba
2017-01-10,97,284,381,PurpleChina
2017-01-10,4149,324,4473,ChannelWeb
2017-01-10,292,245,537,angrybirdsfortumo_7bf816e1
2017-01-10,118,697,815,badpiggiesodyssey_38481962
2017-01-10,74,509,583,AngryBirdsSpaceLight
2017-01-10,932,2061,2993,Gold
2017-01-10,170,550,720,Birdkeeper
2017-01-10,1936,6080,8016,Crimson
2017-01-10,140,831,971,Purple
2017-01-10,1889,4420,6309,AngryBirdsStarWarsFull
2017-01-10,1035,3163,4198,BlueSteel
2017-01-10,2802,10892,13694,ChannelSmartTv
2017-01-10,295,2389,2684,ChannelRoku
2017-01-10,2876,5142,8018,AngryBirdsSpaceFull
2017-01-10,1553,3042,4595,Yellow
2017-01-10,4500,10429,14929,AngryBirdsRioFull
2017-01-10,383,235,618,abactionchinaandroid_1d7ba513
2017-01-10,210,951,1161,AngryBirdsStarWarsLight
2017-01-10,329,967,1296,AngryBirdsClassicTalkweb
2017-01-10,1109,3316,4425,AngryBirdsFriends
2017-01-10,52,630,682,BadPiggiesLight
2017-01-10,655,2195,2850,AngryBirdsSeasonsFull
2017-01-10,41,194,235,toonstvappletv_7c3cb333
2017-01-10,5053,22749,27802,Toonstv
2017-01-10,37,52,89,abactionchina_49cba9cb
2017-01-10,1296,4021,5317,BadPiggiesFull
2017-01-10,594,1480,2074,toonstvmade4samsung_6d2a0fc4
2017-01-10,1,1,2,abbafortumo_6df226f7
2017-01-10,2,5,7,abbakunluniosgpchina_1fffd0c2
2017-01-10,701,5381,6082,AngryBirdsClassicLight
2017-02-06,4228,6197,10425,Abba
2017-02-06,1007,3635,4642,AngryBirdsFriends
2017-02-06,2016,10749,12765,ChannelSmartTv
2017-02-06,182,177,359,angrybirdsfortumo_7bf816e1
2017-02-06,1947,6981,8928,Crimson
2017-02-06,89,794,883,badpiggiesodyssey_38481962
2017-02-06,165,456,621,PurpleChina
2017-02-06,15,73,88,ChannelAngryBirdsRoost
2017-02-06,3785,631,4416,rovio_3bb4586d
2017-02-06,869,2148,3017,Gold
2017-02-06,1956,4829,6785,AngryBirdsStarWarsFull
2017-02-06,879,2331,3210,AngryBirdsSeasonsFull
2017-02-06,737,5636,6373,AngryBirdsClassicLight
2017-02-06,,1,1,silver_3ddc7ced
2017-02-06,42,208,250,toonstvappletv_7c3cb333
2017-02-06,529,1683,2212,toonstvmade4samsung_6d2a0fc4
2017-02-06,167,617,784,Birdkeeper
2017-02-06,342,2596,2938,ChannelRoku
2017-02-06,3514,6664,10178,AngryBirdsSpaceFull
2017-02-06,554,1282,1836,AngryBirdsClassicTalkweb
2017-02-06,60,100,160,abactionchina_49cba9cb
2017-02-06,179,881,1060,Purple
2017-02-06,1301,4589,5890,BadPiggiesFull
2017-02-06,151,347,498,popcorn_7901fbf5
2017-02-06,4077,11852,15929,AngryBirdsClassic
2017-02-06,5480,23857,29337,Toonstv
2017-02-06,1246,3421,4667,BlueSteel
2017-02-06,4626,302,4928,ChannelWeb
2017-02-06,2,8,10,abbakunluniosgpchina_1fffd0c2
2017-02-06,1617,784,2401,toonstvkidoz_c161558
2017-02-06,4727,11314,16041,AngryBirdsRioFull
2017-02-06,214,1006,1220,AngryBirdsStarWarsLight
2017-02-06,11,17,28,tntgame_149fb4d3
2017-02-06,143,665,808,purpleamazonfire_74641a18
2017-02-06,1429,3251,4680,Yellow
2017-02-06,644,453,1097,abactionchinaandroid_1d7ba513
2017-02-06,63,669,732,BadPiggiesLight
2017-02-06,75,498,573,AngryBirdsSpaceLight
2017-02-03,4378,394,4772,rovio_3bb4586d
2017-02-03,69,106,175,abactionchina_49cba9cb
2017-02-03,2040,7008,9048,Crimson
2017-02-03,4180,12474,16654,AngryBirdsClassic
2017-02-03,180,1017,1197,Purple
2017-02-03,1389,4452,5841,BlueSteel
2017-02-03,2010,5012,7022,AngryBirdsStarWarsFull
2017-02-03,885,706,1591,toonstvkidoz_c161558
2017-02-03,2235,11728,13963,ChannelSmartTv
2017-02-03,874,2289,3163,Gold
2017-02-03,73,737,810,BadPiggiesLight
2017-02-03,4104,7391,11495,AngryBirdsSpaceFull
2017-02-03,734,451,1185,abactionchinaandroid_1d7ba513
2017-02-03,786,2414,3200,AngryBirdsSeasonsFull
2017-02-03,16,90,106,ChannelAngryBirdsRoost
2017-02-03,58,215,273,toonstvappletv_7c3cb333
2017-02-03,1514,4791,6305,BadPiggiesFull
2017-02-03,572,1323,1895,AngryBirdsClassicTalkweb
2017-02-03,4081,6546,10627,Abba
2017-02-03,5226,26132,31358,Toonstv
2017-02-03,764,5973,6737,AngryBirdsClassicLight
2017-02-03,4566,12261,16827,AngryBirdsRioFull
2017-02-03,526,1682,2208,toonstvmade4samsung_6d2a0fc4
2017-02-03,186,192,378,angrybirdsfortumo_7bf816e1
2017-02-03,18,35,53,tntgame_149fb4d3
2017-02-03,4780,357,5137,ChannelWeb
2017-02-03,103,731,834,purpleamazonfire_74641a18
2017-02-03,79,549,628,AngryBirdsSpaceLight
2017-02-03,199,443,642,PurpleChina
2017-02-03,1580,3374,4954,Yellow
2017-02-03,161,399,560,popcorn_7901fbf5
2017-02-03,224,1044,1268,AngryBirdsStarWarsLight
2017-02-03,83,866,949,badpiggiesodyssey_38481962
2017-02-03,311,2595,2906,ChannelRoku
2017-02-03,1316,3853,5169,AngryBirdsFriends
2017-02-03,,10,10,abbakunluniosgpchina_1fffd0c2
2017-02-03,201,673,874,Birdkeeper
2017-02-26,2386,6052,8438,AngryBirdsStarWarsFull
2017-02-26,309,1276,1585,AngryBirdsStarWarsLight
2017-02-26,128,157,285,angrybirdsfortumo_7bf816e1
2017-02-26,182,1148,1330,Purple
2017-02-26,4247,13363,17610,AngryBirdsRioFull
2017-02-26,4300,292,4592,ChannelWeb
2017-02-26,4437,1118,5555,rovio_3bb4586d
2017-02-26,846,2329,3175,Gold
2017-02-26,1582,6933,8515,Crimson
2017-02-26,1924,5579,7503,AngryBirdsSpaceFull
2017-02-26,57,281,338,toonstvappletv_7c3cb333
2017-02-26,290,846,1136,Birdkeeper
2017-02-26,1745,6071,7816,BadPiggiesFull
2017-02-26,4,1,5,abbafortumo_6df226f7
2017-02-26,1592,5484,7076,BlueSteel
2017-02-26,6642,30395,37037,Toonstv
2017-02-26,805,2797,3602,AngryBirdsSeasonsFull
2017-02-26,406,1198,1604,AngryBirdsClassicTalkweb
2017-02-26,15,96,111,ChannelAngryBirdsRoost
2017-02-26,182,491,673,popcorn_7901fbf5
2017-02-26,1,3,4,abbakunluniosgpchina_1fffd0c2
2017-02-26,5277,14106,19383,AngryBirdsClassic
2017-02-26,2600,13048,15648,ChannelSmartTv
2017-02-26,97,263,360,PurpleChina
2017-02-26,2063,641,2704,toonstvkidoz_c161558
2017-02-26,32,38,70,tntgame_149fb4d3
2017-02-26,5306,8201,13507,Abba
2017-02-26,101,991,1092,badpiggiesodyssey_38481962
2017-02-26,523,3461,3984,ChannelRoku
2017-02-26,734,1960,2694,toonstvmade4samsung_6d2a0fc4
2017-02-26,277,150,427,abactionchina_49cba9cb
2017-02-26,86,665,751,AngryBirdsSpaceLight
2017-02-26,127,778,905,purpleamazonfire_74641a18
2017-02-26,2165,4649,6814,Yellow
2017-02-26,1391,4206,5597,AngryBirdsFriends
2017-02-26,1078,7125,8203,AngryBirdsClassicLight
2017-02-26,84,929,1013,BadPiggiesLight
2017-02-26,462,321,783,abactionchinaandroid_1d7ba513
2017-02-26,132,1,133,spilgamesweb_4015b0ee
2017-02-10,143,377,520,PurpleChina
2017-02-10,4997,12274,17271,AngryBirdsRioFull
2017-02-10,38,225,263,toonstvappletv_7c3cb333
2017-02-10,2134,12006,14140,ChannelSmartTv
2017-02-10,51,74,125,abactionchina_49cba9cb
2017-02-10,1346,3937,5283,AngryBirdsFriends
2017-02-10,1061,2414,3475,Gold
2017-02-10,184,718,902,Birdkeeper
2017-02-10,451,1192,1643,AngryBirdsClassicTalkweb
2017-02-10,17,85,102,ChannelAngryBirdsRoost
2017-02-10,211,1026,1237,AngryBirdsStarWarsLight
2017-02-10,1536,5103,6639,BadPiggiesFull
2017-02-10,163,902,1065,Purple
2017-02-10,771,6051,6822,AngryBirdsClassicLight
2017-02-10,560,363,923,abactionchinaandroid_1d7ba513
2017-02-10,2296,7592,9888,Crimson
2017-02-10,96,855,951,badpiggiesodyssey_38481962
2017-02-10,7211,27693,34904,Toonstv
2017-02-10,70,715,785,BadPiggiesLight
2017-02-10,3798,6926,10724,AngryBirdsSpaceFull
2017-02-10,4616,12267,16883,AngryBirdsClassic
2017-02-10,5454,398,5852,ChannelWeb
2017-02-10,147,171,318,angrybirdsfortumo_7bf816e1
2017-02-10,3,1,4,toonsclientsdk_3f59016a
2017-02-10,2462,5116,7578,AngryBirdsStarWarsFull
2017-02-10,1421,4400,5821,BlueSteel
2017-02-10,72,573,645,AngryBirdsSpaceLight
2017-02-10,171,442,613,popcorn_7901fbf5
2017-02-10,6977,9098,16075,Abba
2017-02-10,950,2410,3360,AngryBirdsSeasonsFull
2017-02-10,492,1703,2195,toonstvmade4samsung_6d2a0fc4
2017-02-10,319,2790,3109,ChannelRoku
2017-02-10,693,610,1303,toonstvkidoz_c161558
2017-02-10,1892,3720,5612,Yellow
2017-02-10,,1,1,toonstvsocialmobile_3c7ae0d6
2017-02-10,26,44,70,tntgame_149fb4d3
2017-02-10,,6,6,abbakunluniosgpchina_1fffd0c2
2017-02-10,107,749,856,purpleamazonfire_74641a18
2017-02-10,4566,938,5504,rovio_3bb4586d
2017-01-05,675,2363,3038,AngryBirdsSeasonsFull
2017-01-05,57,197,254,PurpleChina
2017-01-05,6680,24642,31322,Toonstv
2017-01-05,1314,3450,4764,BlueSteel
2017-01-05,4433,342,4775,ChannelWeb
2017-01-05,715,180,895,toonstvkidoz_c161558
2017-01-05,796,5906,6702,AngryBirdsClassicLight
2017-01-05,91,696,787,BadPiggiesLight
2017-01-05,2173,4949,7122,AngryBirdsStarWarsFull
2017-01-05,159,953,1112,Purple
2017-01-05,25,32,57,tntgame_149fb4d3
2017-01-05,1126,2462,3588,Gold
2017-01-05,191,631,822,Birdkeeper
2017-01-05,1682,3379,5061,Yellow
2017-01-05,253,841,1094,AngryBirdsClassicTalkweb
2017-01-05,3248,5437,8685,AngryBirdsSpaceFull
2017-01-05,3089,115,3204,rovio_3bb4586d
2017-01-05,46,215,261,toonstvappletv_7c3cb333
2017-01-05,4166,6102,10268,Abba
2017-01-05,5496,11563,17059,AngryBirdsRioFull
2017-01-05,84,590,674,AngryBirdsSpaceLight
2017-01-05,247,211,458,angrybirdsfortumo_7bf816e1
2017-01-05,5529,13004,18533,AngryBirdsClassic
2017-01-05,2195,6447,8642,Crimson
2017-01-05,591,1324,1915,toonstvmade4samsung_6d2a0fc4
2017-01-05,3249,10956,14205,ChannelSmartTv
2017-01-05,351,2500,2851,ChannelRoku
2017-01-05,39,57,96,abactionchina_49cba9cb
2017-01-05,1674,4780,6454,BadPiggiesFull
2017-01-05,145,605,750,purpleamazonfire_74641a18
2017-01-05,15,86,101,ChannelAngryBirdsRoost
2017-01-05,1345,3352,4697,AngryBirdsFriends
2017-01-05,1,2,3,abbakunluniosgpchina_1fffd0c2
2017-01-05,194,398,592,popcorn_7901fbf5
2017-01-05,124,693,817,badpiggiesodyssey_38481962
2017-01-05,233,236,469,abactionchinaandroid_1d7ba513
2017-01-05,291,1113,1404,AngryBirdsStarWarsLight
2017-01-14,,2,2,abbakunluniosgpchina_1fffd0c2
2017-01-14,200,1269,1469,Purple
2017-01-14,1581,4478,6059,AngryBirdsFriends
2017-01-14,4327,7408,11735,AngryBirdsSpaceFull
2017-01-14,943,3006,3949,AngryBirdsSeasonsFull
2017-01-14,1591,3379,4970,Gold
2017-01-14,22,31,53,tntgame_149fb4d3
2017-01-14,253,567,820,popcorn_7901fbf5
2017-01-14,7305,16675,23980,AngryBirdsClassic
2017-01-14,5772,329,6101,ChannelWeb
2017-01-14,6029,8026,14055,Abba
2017-01-14,70,81,151,abactionchina_49cba9cb
2017-01-14,2034,6106,8140,BadPiggiesFull
2017-01-14,2915,6428,9343,AngryBirdsStarWarsFull
2017-01-14,8626,29970,38596,Toonstv
2017-01-14,3478,13024,16502,ChannelSmartTv
2017-01-14,146,380,526,PurpleChina
2017-01-14,25,110,135,ChannelAngryBirdsRoost
2017-01-14,235,681,916,Birdkeeper
2017-01-14,98,758,856,AngryBirdsSpaceLight
2017-01-14,4806,135,4941,rovio_3bb4586d
2017-01-14,1233,7798,9031,AngryBirdsClassicLight
2017-01-14,481,3528,4009,ChannelRoku
2017-01-14,2578,4846,7424,Yellow
2017-01-14,760,1844,2604,toonstvmade4samsung_6d2a0fc4
2017-01-14,183,1003,1186,badpiggiesodyssey_38481962
2017-01-14,6634,14812,21446,AngryBirdsRioFull
2017-01-14,1719,4932,6651,BlueSteel
2017-01-14,78,304,382,toonstvappletv_7c3cb333
2017-01-14,3281,9174,12455,Crimson
2017-01-14,452,1170,1622,AngryBirdsClassicTalkweb
2017-01-14,103,991,1094,BadPiggiesLight
2017-01-14,425,331,756,angrybirdsfortumo_7bf816e1
2017-01-14,1597,421,2018,toonstvkidoz_c161558
2017-01-14,242,834,1076,purpleamazonfire_74641a18
2017-01-14,527,353,880,abactionchinaandroid_1d7ba513
2017-01-14,412,1471,1883,AngryBirdsStarWarsLight
2017-02-05,130,1113,1243,badpiggiesodyssey_38481962
2017-02-05,2927,12497,15424,ChannelSmartTv
2017-02-05,1581,749,2330,toonstvkidoz_c161558
2017-02-05,5878,8372,14250,Abba
2017-02-05,5280,336,5616,ChannelWeb
2017-02-05,603,1282,1885,AngryBirdsClassicTalkweb
2017-02-05,1067,7230,8297,AngryBirdsClassicLight
2017-02-05,499,3642,4141,ChannelRoku
2017-02-05,2906,9128,12034,Crimson
2017-02-05,2595,6180,8775,AngryBirdsStarWarsFull
2017-02-05,214,825,1039,Birdkeeper
2017-02-05,192,1215,1407,Purple
2017-02-05,4718,8824,13542,AngryBirdsSpaceFull
2017-02-05,179,423,602,PurpleChina
2017-02-05,818,445,1263,abactionchinaandroid_1d7ba513
2017-02-05,4803,653,5456,rovio_3bb4586d
2017-02-05,1692,4636,6328,BlueSteel
2017-02-05,315,1355,1670,AngryBirdsStarWarsLight
2017-02-05,1549,4990,6539,AngryBirdsFriends
2017-02-05,1319,3151,4470,Gold
2017-02-05,14,113,127,ChannelAngryBirdsRoost
2017-02-05,56,283,339,toonstvappletv_7c3cb333
2017-02-05,933,3011,3944,AngryBirdsSeasonsFull
2017-02-05,5508,15590,21098,AngryBirdsClassic
2017-02-05,181,870,1051,purpleamazonfire_74641a18
2017-02-05,89,674,763,AngryBirdsSpaceLight
2017-02-05,712,2056,2768,toonstvmade4samsung_6d2a0fc4
2017-02-05,2,1,3,abbafortumo_6df226f7
2017-02-05,297,220,517,angrybirdsfortumo_7bf816e1
2017-02-05,2311,4629,6940,Yellow
2017-02-05,1996,6067,8063,BadPiggiesFull
2017-02-05,6181,29548,35729,Toonstv
2017-02-05,55,105,160,abactionchina_49cba9cb
2017-02-05,223,494,717,popcorn_7901fbf5
2017-02-05,6026,14735,20761,AngryBirdsRioFull
2017-02-05,26,31,57,tntgame_149fb4d3
2017-02-05,101,973,1074,BadPiggiesLight
2017-02-05,3,5,8,abbakunluniosgpchina_1fffd0c2
2017-02-12,1454,3135,4589,Gold
2017-02-12,709,2038,2747,toonstvmade4samsung_6d2a0fc4
2017-02-12,132,311,443,PurpleChina
2017-02-12,140,1084,1224,badpiggiesodyssey_38481962
2017-02-12,186,734,920,Birdkeeper
2017-02-12,6108,15035,21143,AngryBirdsClassic
2017-02-12,5452,333,5785,ChannelWeb
2017-02-12,2752,4968,7720,Yellow
2017-02-12,157,827,984,purpleamazonfire_74641a18
2017-02-12,28,105,133,ChannelAngryBirdsRoost
2017-02-12,1780,4668,6448,AngryBirdsFriends
2017-02-12,4859,8321,13180,AngryBirdsSpaceFull
2017-02-12,8746,32163,40909,Toonstv
2017-02-12,3266,9180,12446,Crimson
2017-02-12,261,573,834,popcorn_7901fbf5
2017-02-12,1704,5330,7034,BlueSteel
2017-02-12,1110,7396,8506,AngryBirdsClassicLight
2017-02-12,1005,753,1758,toonstvkidoz_c161558
2017-02-12,45,32,77,tntgame_149fb4d3
2017-02-12,9031,10854,19885,Abba
2017-02-12,3125,6259,9384,AngryBirdsStarWarsFull
2017-02-12,2683,12810,15493,ChannelSmartTv
2017-02-12,2050,6345,8395,BadPiggiesFull
2017-02-12,84,674,758,AngryBirdsSpaceLight
2017-02-12,1011,2825,3836,AngryBirdsSeasonsFull
2017-02-12,192,1187,1379,Purple
2017-02-12,337,1351,1688,AngryBirdsStarWarsLight
2017-02-12,6734,14642,21376,AngryBirdsRioFull
2017-02-12,,8,8,abbakunluniosgpchina_1fffd0c2
2017-02-12,39,69,108,abactionchina_49cba9cb
2017-02-12,68,286,354,toonstvappletv_7c3cb333
