"2014-11-04","5596453"
"2014-11-05","5362311"
"2014-11-06","5439928"
"2014-11-07","6133781"
"2014-11-08","8812297"
"2014-11-09","8727558"
"2014-11-10","5854064"
"2014-11-11","6130414"
"2014-11-12","5248526"
"2014-11-13","5098054"
"2014-11-14","5660371"
"2014-11-15","7922501"
"2014-11-16","7978561"
"2014-11-17","5313022"
"2014-11-18","5039734"
"2014-11-19","5081214"
"2014-11-20","5001051"
"2014-11-21","5464435"
"2014-11-22","7605857"
"2014-11-23","7397285"
"2014-11-24","5246082"
"2014-11-25","5371683"
"2014-11-26","5757485"
"2014-11-27","5873417"
"2014-11-28","6458685"
"2014-11-29","7872685"
"2014-11-30","7944630"
"2014-12-01","5456116"
"2014-12-02","5461203"
"2014-12-03","5470318"
"2014-12-04","5306138"
"2014-12-05","5757946"
"2014-12-06","7843987"
"2014-12-07","7788113"
"2014-12-08","5324318"
"2014-12-09","5070144"
"2014-12-10","4920550"
"2014-12-11","4957058"
"2014-12-12","5427647"
"2014-12-13","7580750"
"2014-12-14","7465031"
"2014-12-15","4975708"
"2014-12-16","5175405"
"2014-12-17","5353288"
"2014-12-18","5313971"
"2014-12-19","6205614"
"2014-12-20","7919287"
"2014-12-21","7184644"
"2014-12-22","6267677"
"2014-12-23","5683820"
"2014-12-24","5383110"
"2014-12-25","3839444"
"2014-12-26","5013561"
"2014-12-27","5965927"
"2014-12-28","6425983"
"2014-12-29","6041939"
"2014-12-30","6010285"
"2014-12-31","6503608"
"2015-01-01","6342658"
"2015-01-02","6327378"
"2015-01-03","6582833"
"2015-01-04","6873886"
"2015-01-05","5803092"
"2015-01-06","5587103"
"2015-01-07","5368010"
"2015-01-08","5329874"
"2015-01-09","5809382"
"2015-01-10","7818436"
"2015-01-11","7848457"
"2015-01-12","5338679"
"2015-01-13","5233882"
"2015-01-14","5211047"
"2015-01-15","5138851"
"2015-01-16","5809481"
"2015-01-17","8005903"
"2015-01-18","8175721"
"2015-01-19","6647944"
"2015-01-20","5999327"
"2015-01-21","6268861"
"2015-01-22","6142517"
"2015-01-23","6611778"
"2015-01-24","8844529"
"2015-01-25","8090808"
"2015-01-26","6144609"
"2015-01-27","5995847"
"2015-01-28","5848579"
"2015-01-29","5819818"
"2015-01-30","6503411"
"2015-01-31","8325131"
"2015-02-01","7719788"
"2015-02-02","5807804"
"2015-02-03","5298377"
"2015-02-04","5210051"
"2015-02-05","5301747"
"2015-02-06","5712530"
"2015-02-07","7451913"
"2015-02-08","7158697"
"2015-02-09","5484398"
"2015-02-10","5351255"
"2015-02-11","5260837"
"2015-02-12","5321773"
"2015-02-13","5948474"
"2015-02-14","7500470"
"2015-02-15","7521603"
"2015-02-16","6861346"
"2015-02-17","6179542"
"2015-02-18","6302602"
"2015-02-19","6110670"
"2015-02-20","6293869"
"2015-02-21","7467776"
"2015-02-22","7298186"
"2015-02-23","5595092"
"2015-02-24","5122947"
"2015-02-25","4971476"
"2015-02-26","4989443"
"2015-02-27","5275322"
"2015-02-28","6897203"
"2015-03-01","6772140"
"2015-03-02","4441708"
"2015-03-03","4479072"
"2015-03-04","4606513"
"2015-03-05","4955801"
"2015-03-06","5294716"
"2015-03-07","7657495"
"2015-03-08","7208629"
"2015-03-09","5243353"
"2015-03-10","4835273"
"2015-03-11","4885353"
"2015-03-12","4825718"
"2015-03-13","5790506"
"2015-03-14","7502484"
"2015-03-15","7114101"
"2015-03-16","5014009"
"2015-03-17","5013663"
"2015-03-18","5157848"
"2015-03-19","5183967"
"2015-03-20","5678172"
"2015-03-21","7531165"
"2015-03-22","7226785"
"2015-03-23","5134351"
"2015-03-24","5199606"
"2015-03-25","5202931"
"2015-03-26","5128861"
"2015-03-27","5584466"
"2015-03-28","7205542"
"2015-03-29","6923921"
"2015-03-30","4914691"
"2015-03-31","4845886"
"2015-04-01","4790269"
"2015-04-02","4829934"
"2015-04-03","5452052"
"2015-04-04","5837096"
"2015-04-05","5654317"
"2015-04-06","5159722"
"2015-04-07","4495389"
"2015-04-08","4335270"
"2015-04-09","4352001"
"2015-04-10","4707780"
"2015-04-11","6043493"
"2015-04-12","6044863"
"2015-04-13","4245082"
"2015-04-14","4107118"
"2015-04-15","4022284"
"2015-04-16","4009214"
"2015-04-17","4584380"
"2015-04-18","6316015"
"2015-04-19","5874611"
"2015-04-20","3774358"
"2015-04-21","3662970"
"2015-04-22","3687246"
"2015-04-23","3654560"
"2015-04-24","4147377"
"2015-04-25","5747207"
"2015-04-26","5223867"
"2015-04-27","3734520"
"2015-04-28","3822322"
"2015-04-29","3798473"
"2015-04-30","4208268"
"2015-05-01","5429177"
"2015-05-02","5861661"
"2015-05-03","4983604"
"2015-05-04","3406666"
"2015-05-05","3161182"
"2015-05-06","3078847"
"2015-05-07","3037865"
"2015-05-08","3568327"
"2015-05-09","4843455"
"2015-05-10","4491401"
"2015-05-11","3218024"
"2015-05-12","2939749"
"2015-05-13","3005768"
"2015-05-14","3109028"
"2015-05-15","3507912"
"2015-05-16","4764651"
"2015-05-17","4419897"
"2015-05-18","3029211"
"2015-05-19","3139386"
"2015-05-20","3127658"
"2015-05-21","3004035"
"2015-05-22","3339632"
"2015-05-23","4446427"
"2015-05-24","4123578"
"2015-05-25","3472498"
"2015-05-26","3075648"
"2015-05-27","3157887"
"2015-05-28","3094906"
"2015-05-29","3367677"
"2015-05-30","4230522"
"2015-05-31","4021991"
"2015-06-01","3119177"
"2015-06-02","2997575"
"2015-06-03","2987999"
"2015-06-04","3043664"
"2015-06-05","3411753"
"2015-06-06","4256260"
"2015-06-07","4070442"
"2015-06-08","3102106"
"2015-06-09","3047261"
"2015-06-10","3018221"
"2015-06-11","3085174"
"2015-06-12","3392999"
"2015-06-13","4123367"
